senid,sentence,intent,sampling_strategy,confidence
884015,Nhà mình ngoài hà nội nhưng dạo này gviec nghỉ nên cho con về ông bà ngoại,handover_to_inbox,,0
884016,shop có bán hàng ko đấy shop,handover_to_inbox,,0
884017,Sh ở đâu vay,handover_to_inbox,,0
884018,hay là khác năm sản xuất,handover_to_inbox,,0
884019,HAI GH NÀY KHÁC NHAU SAO TA,handover_to_inbox,,0
884020,Muốn mua thêm mấy đồ nữa tiện thể,handover_to_inbox,,0
884021,Ko bi t lấy cái nào,handover_to_inbox,,0
884022,Bảo đảm e dùng dc nha c,handover_to_inbox,,0
884023,Nay mới bi t nàng có sale hôm đó,handover_to_inbox,,0
884024,Bên ỷong là treo hay có vách ngăn nữa,handover_to_inbox,,0
884025,Tức là hàng sẵn k có toy house,handover_to_inbox,,0
884026,Trên kia t lại baot là góc tròn,handover_to_inbox,,0
884027,Th cho mình xem clip luôn đc k B ở đâu,handover_to_inbox,,0
884028,Ngoài gio hành chính thì giao ở,handover_to_inbox,,0
884029,Shop giúp lấy sớm để có quà kịp tặng cháu nhé ,handover_to_inbox,,0
884030,vì chị đi nga nên c bi t sữa nan nhiều nơi sx và nhiều loại,handover_to_inbox,,0
884031,E thấy jong y chang cái ở nhà em,handover_to_inbox,,0
884032,Địa cho b ở đâu m tiên m qua xem dc k,handover_to_inbox,,0
884033,ship cho mình đ n park 6 times city sau 6h tối nhé,handover_to_inbox,,0
884034,Mình ở Sg thì ship bao lâu có ạ,handover_to_inbox,,0
884035,E có thể chọn mẫu thảm đc tặng k ạ,handover_to_inbox,,0
884036,Shop cho m hỏi bên m có bán sĩ k ạ,handover_to_inbox,,0
884037,Hay chỉ 1 bé,handover_to_inbox,,0
884038,Mình mua bên b nhiều rồi đây,handover_to_inbox,,0
884039,Đặt quách trên fb cho nhanh,handover_to_inbox,,0
884040,uh nhỉ,handover_to_inbox,,0
884041,Nhưng do vận chuyen hay sao đó chú ngựa bập bênh o được nguyên vẹn,handover_to_inbox,,0
884042,Còn phí ship về Nha Trang là riêng đúng ko ạ,handover_to_inbox,,0
884043,Total 670 000đ đúng ko ah,handover_to_inbox,,0
884044,đúng rồi đấy 3179k,handover_to_inbox,,0
884045,Shop kt giup mình đặt đúng ko nhen,handover_to_inbox,,0
884046,Shop ơi n u mình lấy 2 mẫu này thì gép lại cho bự ra được ko sh,handover_to_inbox,,0
884047,Có cần sạc lần đầu k hay dùng luôn,handover_to_inbox,,0
884048,Th ví dụ bé đi tè trong thì rửa kiểu gì ạ,handover_to_inbox,,0
884049,Sao ja ở shoope lại thấp hơn ná của bạn vậy,handover_to_inbox,,0
884050,b ơi khoan lấy giá cho mình nhé,handover_to_inbox,,0
884051,Toi nay minh co viec xg sg nen chac minh mua hang duoi do lun,handover_to_inbox,,0
884052,Dài nhất í,handover_to_inbox,,0
884053,Hixx đ n giờ m vẫn k bi t làm tn gập đc cái xe đẩy mua bên b xuống,handover_to_inbox,,0
884054,Tớ ko đặt thanh toán qua shopee đc ạ,handover_to_inbox,,0
884055,Nhưng trong đó có 4 tấm mầu trắng k có lỗ tròn để lắp,handover_to_inbox,,0
884056,Ship Tỉnh Bình Dương sao n,handover_to_inbox,,0
884057,Rời khi nào ăn thì lắp vào à,handover_to_inbox,,0
884058,sđt 0989483992,handover_to_inbox,,0
884059,e đang muốn dùng mà phân vân chút e có xem review thì nói sản phẩm này của hàn nhưng e có kham khảo mấy shop khác thì lại bảo nguồn gốc xuất xứ là của trung ,handover_to_inbox,,0
884060,Hnay mình đặt cốc richell thì có giao ngay k b,handover_to_inbox,,0
884061,Bên b có lắp luôn k,handover_to_inbox,,0
884062,mình o đà nẵng,handover_to_inbox,,0
884063,Địu này với pitta kia cái nào dùng thích hơn hả b,handover_to_inbox,,0
884064,Mình sử dụng quay bóng trước khi nào muốn thì lắp xích đu vs cầu tuột vô sau được k,handover_to_inbox,,0
884065,Th n u muốn con ko đi đâu là phải buộc lại nhỉ,handover_to_inbox,,0
884066,Tủ này điện năng bn w nhỉ shop ơi,handover_to_inbox,,0
884067,Để e tham khảo rôi tl lại ạ,handover_to_inbox,,0
884068,Ko cái thanh dứoi khay ăn í e,handover_to_inbox,,0
884069,nhưng khác cty sản xuất đúng ko b,handover_to_inbox,,0
884070,Dat hang khoang may ngay nhan dc pan,handover_to_inbox,,0
884071,Seo mình thấy đăng mà,handover_to_inbox,,0
884072,hi shop xl may nay ban qua ban minh thi khuyen mua swing nen lai chao dao ban minh noi medela vn bao nha may da ngung sx pump may nam nay roi nen pump ko con phan phoi chinh hang nua dung k shop,handover_to_inbox,,0
884073,để m cân nhắc chọn loại nào thì m nhắn b nhé,handover_to_inbox,,0
884074,tiền ship bao nhiu và khoảng bao nhiu ngày có hàng,handover_to_inbox,,0
884075,Kiểu nằm luôn đó ah,handover_to_inbox,,0
884076,Nó có bé hơn cai combi kia ko em,handover_to_inbox,,0
884077,ship luôn cho m nhứ,handover_to_inbox,,0
884078,Shop cho hỏi nôi này thông dụng dc nhiều mẹ dùng k ạ,handover_to_inbox,,0
884079,Có địu đc theo kiểu b ngửa k b,handover_to_inbox,,0
884080,Vậy mình đặt rồi nhen bạn,handover_to_inbox,,0
884081,Để mình đặt qua shopee nha,handover_to_inbox,,0
884082,mình ở hà nội,handover_to_inbox,,0
884083,Là giao hàng đẩy đủ như hình với cả đổi đồ mới pk bạn,handover_to_inbox,,0
884084,Thì nên để bao lâu hút 1 lần vs ch độ tầm mấy là vừa nhờ c,handover_to_inbox,,0
884085,Mẫu này ok ko bn,handover_to_inbox,,0
884086,cho mình số tkhoan,handover_to_inbox,,0
884087,Shop ơi cho mình hỏi chút Hôm trc mình mua bể bên shop hnay mới bỏ ra bơm để dùng ,handover_to_inbox,,0
884088,e thấy khuy n mãi còn 990 mà,handover_to_inbox,,0
884089,B ơi sao m qua mà ko thấy bên b mở cửa nhỉ,handover_to_inbox,,0
884090,thông tin sx dập trên máy pk shop,handover_to_inbox,,0
884091,Bánh xe đặc th kia ạ,handover_to_inbox,,0
884092,chiều nay m gửi phần đệm gỗ qua cho b nhé,handover_to_inbox,,0
884093,sx m vuông ya,handover_to_inbox,,0
884094,Loại bạn nói cao câp hơn hẳn là sg116 hay sg311 bạn,handover_to_inbox,,0
884095,có phải loại này k,handover_to_inbox,,0
884096,Chị gửi cái bình sữa bên shop c bán bên shoppee lun y,handover_to_inbox,,0
884097,C thích cái mà các thùng kệ của nó nghiêng,handover_to_inbox,,0
884098,Minh còn mây tháng nua mới sinh nên tham khảo trước,handover_to_inbox,,0
884099,2 loại này cái nào dùng thích hơn shop để m đặt về trữ đông cho bé ,handover_to_inbox,,0
884100,vì mình hỏi xem em mình có mua màu khác k rồi đặt,handover_to_inbox,,0
884101,Bộ cũi k phải chính hãng toy house hả bạn vì mình chỉ thấy bộ cánh quây là toy house,handover_to_inbox,,0
884102,n u ship ve đồng tháp thì bao nhieu tiền ạ,handover_to_inbox,,0
884103,hãng này đắt hơn hãng kia ah,handover_to_inbox,,0
884104,Xe này và xe vovo khác j nhau hả shop,handover_to_inbox,,0
884105,shop ơi địu ngồi hãng nào chắc chắn trợ lực tốt,handover_to_inbox,,0
884106,chuẩn hàng loại 1 k ah,handover_to_inbox,,0
884107,uk th xe newber về ship c nhé,handover_to_inbox,,0
884108,Size M thêm 1 tấm dọc pk ạ,handover_to_inbox,,0
884109,Tớ ko có cái túi mà để đc cả máy và bình à,handover_to_inbox,,0
884110,Tổng đơn hàng của mình bnh,handover_to_inbox,,0
884111,Ship HCM thì bao lâu nhận đc ah,handover_to_inbox,,0
884112,shop giúp e huỷ đơn vs ạ,handover_to_inbox,,0
884113,Để c đo xem cần mua thêm thanh kéo dài k,handover_to_inbox,,0
884114,k bi t lấy hãng nào,handover_to_inbox,,0
884115,Vay giao giup e den dia chi sau,handover_to_inbox,,0
884116,tem có logo nhà sx b,handover_to_inbox,,0
884117,Sao k thấy shop tra loi gi h t vậy ah,handover_to_inbox,,0
884118,Oki shop để mình ck một nửa vì trong tk còn có ít tiền nên mình bắn trc một nửa nhé ,handover_to_inbox,,0
884119,Thôi khỏi giữ nha em ,handover_to_inbox,,0
884120,Tức là bóng ko phải quà tặng kèm free đúng k b,handover_to_inbox,,0
884121,Ck h t thì ship bao nhiêu ah,handover_to_inbox,,0
884122,t nhờ ng nhận hộ,handover_to_inbox,,0
884123,đợt trc có đợt sale gh này 3290k ạ,handover_to_inbox,,0
884124,C fix cho e chứ ạ,handover_to_inbox,,0
884125,Kg hộ mình chính xác dc ko,handover_to_inbox,,0
884126,Mình phải rủ thêm bạn mua mới có giá đó,handover_to_inbox,,0
884127,sđt 0987701236,handover_to_inbox,,0
884128,Chị 2 nỳ giống nhau fai k chị,handover_to_inbox,,0
884129,Bạn chỉ cách mình mua qua shopee,handover_to_inbox,,0
884130,Gấu này có ship ko shop,handover_to_inbox,,0
884131,có giống như trong ảnh ko bạn,handover_to_inbox,,0
884132,Mình ở HCM muốn đặt mua mẫu này,handover_to_inbox,,0
884133,Thảm gấp gấp nh sau n rách v t gấp b nhit,handover_to_inbox,,0
884134,Lần khác mình đặt hàng nhé,handover_to_inbox,,0
884135,Mình đặt cái gh ăn dặm qua page,handover_to_inbox,,0
884136,Mái có mở rộng đc ra hơn nữa ko,handover_to_inbox,,0
884137,Mình mun mua cái nữa,handover_to_inbox,,0
884138,sđt 0916594868,handover_to_inbox,,0
884139,Shop cho e xin số tk e ck luôn tiền ạ,handover_to_inbox,,0
884140,bên bạn nhìn cái khung bên phải Giáp Bát Về ấy,handover_to_inbox,,0
884141,sđt 0904206616,handover_to_inbox,,0
884142,Mình ko bít cách Mua qua shopee,handover_to_inbox,,0
884143,Mấy ngày nhận đc hàng vậy shop,handover_to_inbox,,0
884144,Có freeship ka j,handover_to_inbox,,0
884145,Khoảng bao lâu thì mình nhận đươc hàng ah bạn,handover_to_inbox,,0
884146,Sz M k còn màu nào cả,handover_to_inbox,,0
884147,Ship gửi đồng nai bao lâu tới ạ,handover_to_inbox,,0
884148,Xe này có k t hợp gh ngồi ô tô đc k ạ,handover_to_inbox,,0
884149,sđt nhà xe,handover_to_inbox,,0
884150,Vừa thik 2 chiều mà vừa thik nhỏ gọn á shop,handover_to_inbox,,0
884151,Đúng màu chọn cẩn thận cho em,handover_to_inbox,,0
884152,Gh bon bebe ship nội Ha Nôi bnhieu a,handover_to_inbox,,0
884153,ship đ n địa chỉ sau ạ,handover_to_inbox,,0
884154,Con ngựa có thùng hay hộp ko bạn nhỉ,handover_to_inbox,,0
884155,Ko phải ikea chính hãng hả shop,handover_to_inbox,,0
884156,Mình đang phân vân cái vụ gấp gọn quá,handover_to_inbox,,0
884157,Ơ shop đang xả giá kệ này ạ,handover_to_inbox,,0
884158,B ơi chất liệu gối Petit Soleil với Comfy Baby là tương đương nhau hay ntn b,handover_to_inbox,,0
884159,Shop mịm ở đâu ạ,handover_to_inbox,,0
884160,à th bên minh cod loại chậu ntn k ạ,handover_to_inbox,,0
884161,M thử để coi bé có chịu ngồi ko ạ,handover_to_inbox,,0
884162,Giá 600k,handover_to_inbox,,0
884163,Sao hno shop k báo h t,handover_to_inbox,,0
884164,N u gởi lại thì bao lâu nhận đc ạh,handover_to_inbox,,0
884165,Size trung a,handover_to_inbox,,0
884166,Tính tổng tiền mình phải thanh toán ship cod nhen,handover_to_inbox,,0
884167,sđt 0915590262,handover_to_inbox,,0
884168,tq sx đam bảo chất lượng ko shop,handover_to_inbox,,0
884169,C oi gh beiqi loai nay thì bn c gh này giông teknum bản 2016 đung ko c,handover_to_inbox,,0
884170,Ship Nha Trang bao nhiêu ạ,handover_to_inbox,,0
884171,mình ck roi ah bạn,handover_to_inbox,,0
884172,Shop chốt cho mình 3 món mới này nhé,handover_to_inbox,,0
884173,Mua tầm 3 4 cái thì có giảm thêm k,handover_to_inbox,,0
884174,Mình thấy bên grab nó cũng có nhận chuyển hàng,handover_to_inbox,,0
884175,shop oi may mới là sx nam 2016 fai k,handover_to_inbox,,0
884176,N u đặt trên shoppe bên bạn,handover_to_inbox,,0
884177,ah cho m hỏi cái bơm của b có bơm đc phao này ko,handover_to_inbox,,0
884178,Ok b Để chiều nay mình về mình đo lại kích thước chỗ để đồ chơi cho bé rùi mình đặt sau nha,handover_to_inbox,,0
884179,Có tính phí kg shop,handover_to_inbox,,0
884180,do mìnhcung đang cần gấp,handover_to_inbox,,0
884181,Tưởng 2 bộ là 4 con chứ,handover_to_inbox,,0
884182,Tối nay gjao đc k ạ hay phải mai shop,handover_to_inbox,,0
884183,set này la ngậm nứu hay đồ chơi bt ak,handover_to_inbox,,0
884184,Và ngang giuong 1m6,handover_to_inbox,,0
884185,nhà t bên đông anh cơ c ạ,handover_to_inbox,,0
884186,Cứ như vậy e bị treo tiền mà e cũg ko nhận đx hàng,handover_to_inbox,,0
884187,mình nhấn địa chị và sdt ruid đó,handover_to_inbox,,0
884188,bên b có giấy tờ chứng minh xuất xứ k,handover_to_inbox,,0
884189,B ship cho m với nhea,handover_to_inbox,,0
884190,Shop có loại nào tốt giới thiệu m với,handover_to_inbox,,0
884191,Bên shop có bán buôn k b,handover_to_inbox,,0
884192,Ship ve ho chi minh bn shop,handover_to_inbox,,0
884193,e thấy có loại có hình đó,handover_to_inbox,,0
884194,trong chiều này trc 4h đc ko b,handover_to_inbox,,0
884195,c gửi cho e mà,handover_to_inbox,,0
884196,Bé mà lớn nằm có bị thò chân ko e nhỉ,handover_to_inbox,,0
884197,OK bạn nha hàng luôn có sẵn hay sao bạn,handover_to_inbox,,0
884198,bạn ơi hàng về chưa,handover_to_inbox,,0
884199,Có cả gối à e,handover_to_inbox,,0
884200,Đặt hàng thì có xanh k ạ,handover_to_inbox,,0
884201,Mua nhiều rẻ hơn k thảm gấp,handover_to_inbox,,0
884202,Vậy để m ck xong m báo ạ,handover_to_inbox,,0
884203,tức 5 ngày sau khi mình đặt hàng là nhân đc đúng ko shop,handover_to_inbox,,0
884204,gh đó màu nao la bán chạy đẹp nhất vậy ah,handover_to_inbox,,0
884205,tớ ck vcb,handover_to_inbox,,0
884206,Cũng mất 150k ấy giờ bỏ không,handover_to_inbox,,0
884207,thôi b báo ship cho mh,handover_to_inbox,,0
884208,Trà vinh shop bnhiu shop,handover_to_inbox,,0
884209,Trả lời giùm e,handover_to_inbox,,0
884210,gui ve da nang thi co lau ko,handover_to_inbox,,0
884211,Chi oi xem lai giup e don hang da giao chua chi E van chua nhan dc hang nua ak,handover_to_inbox,,0
884212,Sao cứ bắt nhập mật khẩu ko à,handover_to_inbox,,0
884213,Gửi hình cho shop nè Địu gối và set bàn chải rất đẹp Bé ngồi địu là ko chịu xuống lun Cảm ơn shop nhiều nha,handover_to_inbox,,0
884214,Không ung có duoc tra lại k ban,handover_to_inbox,,0
884215,oh mình thấy vài nơi giới thiệu nhãn hiệu moazbebe của pháp sxuat tại trung quốc,handover_to_inbox,,0
884216,Bao nhiêu ship nữa ạh,handover_to_inbox,,0
884217,Trên shopee giá này là loại khác ạ,handover_to_inbox,,0
884218,Vậy chỉ sử dụng đc mấy tháng đầu thôi b nhỉ ko thì bị kích,handover_to_inbox,,0
884219,ánh sđt 0915091986 nhé,handover_to_inbox,,0
884220,Cái này ship về bình dương thì h t bn hả shop,handover_to_inbox,,0
884221,Cái nào bền hơn,handover_to_inbox,,0
884222,Ship xuan thuỷ bn vậy bạn,handover_to_inbox,,0
884223,Bộ nay có đc chac chắn ko c co bằng bộ nhựa ko a,handover_to_inbox,,0
884224,Mẫu thảm cho pé về 2 loại lần trước mình hỏi rồi hả sh,handover_to_inbox,,0
884225,cái này bơm kiểu gì hả shop,handover_to_inbox,,0
884226,ship cod nhé shop,handover_to_inbox,,0
884227,Bây h mình ra gửi tiền cho shop nè thì shop có gửi cho mình trong ngày hôm nay đc ko,handover_to_inbox,,0
884228,tuc la ko sx nua ha b,handover_to_inbox,,0
884229,hàng used thì sx từ bg ah,handover_to_inbox,,0
884230,Hay mình ck thêm cho bạn tiền ship,handover_to_inbox,,0
884231,Da có gì mai e ib gửi link,handover_to_inbox,,0
884232,Vì giuong e cao khoang 60cm n u mình dchinh độ cao của giường bé lên ngang vs giuong mẹ dc thì ok e chốt cái xám nha,handover_to_inbox,,0
884233,Có bánh xe có thể đẩy đi ăn rong dc k ạ,handover_to_inbox,,0
884234,Vậy ship chung cho e bộ này vs cái trượt màu xanh 890k lun nha,handover_to_inbox,,0
884235,Mà sao e nhận nhầm,handover_to_inbox,,0
884236,Máy này khi pha lượng sữa có chuẩn ko ạ,handover_to_inbox,,0
884237,cai sx thi nho gon hon ha b,handover_to_inbox,,0
884238,Cảm ơn bạn but sao mình lắp rồi cái đầu xe cứng quá muốn rẽ trái rẽ phải khó lắm,handover_to_inbox,,0
884239,Gh mua ở nhà shop dùng thích lăm,handover_to_inbox,,0
884240,Bạn cho mình xin stk nông nghiệp đc k,handover_to_inbox,,0
884241,Xem lại cho mình đi,handover_to_inbox,,0
884242,Hôm qua lại đặt y nguyên,handover_to_inbox,,0
884243,E mua cai quay ma k co sach huong dan vay,handover_to_inbox,,0
884244,Còn gh rung e ko thấy giao chung,handover_to_inbox,,0
884245,co ve hang lai ko b,handover_to_inbox,,0
884246,E ki m ảnh mà hem thấy,handover_to_inbox,,0
884247,b ơi m có bảo cuối tuần có gh ship giúp m cũng đx ạ,handover_to_inbox,,0
884248,Yên hà Hải Bối Đông Anh HN,handover_to_inbox,,0
884249,Cho e hỏi fazt tiệt trùng max là bao nhiêu độ vậy ạ,handover_to_inbox,,0
884250,Dạ vâg có gì mình lấy mình ibox lại ạ,handover_to_inbox,,0
884251,Phần hâm nóng chỉ hâm được bình tiny hay bình sữa thường cũng hâm được,handover_to_inbox,,0
884252,K lấy quà là 1950 à b,handover_to_inbox,,0
884253,N u mua k qua shopee thì có giá cũ k vậy,handover_to_inbox,,0
884254,Chỗ nhà c nó phải xuống hầm gửi xe rồi vào mà qua cái cửa dưới hầm c sợ nó to ko qua đc í,handover_to_inbox,,0
884255,Vay 31 e Ck cọc nha ,handover_to_inbox,,0
884256,Chân xoay di chuyển đc k phải loại này đúng k,handover_to_inbox,,0
884257,Dat hang khoang bao lau thi co ah,handover_to_inbox,,0
884258,B chỉ cần đổi 4 tấm thôi,handover_to_inbox,,0
884259,Mình thấy nhưng cái bé này mình có 1c rồi b ạ,handover_to_inbox,,0
