senid,sentence
727773,giao cho a Bách nhé
727774,sdt là 0983072387
727775,nói là giao đồ của anh Minh cho anh Bách
727776,shop cho mình stk mình chuyển khoản nhé
727777,cả 3 nha shop
727778,tên tk tech là Nguyen Tuan Quang đúng ko shop 
727779,mình chuyển khoản rồi nhé
727780,shop giao trong hôm nay luôn được không 
727781,ok thank you shop
727782,mẫu xe chòi chân cho em bé giá nhiêu hả shop 
727783,cái này n u ship vô sg thì phí ship là nhiêu shop
727784,hoặc n u ship chỗ hàng nón chung thì có tính thêm tiền ship ko shop
727785,vậy shop ship thêm cho mình 1 xe màu vàng nha
727786,Xe này có thể đạp dc ko đh
727787,Có mẫu xe nào đạp dc ko ban
727788,Xe này bao nhiêu bạn
727789,cho e xem màu xe di c
727790,co may màu a
727791,xe nay bé vừa hả c
727792,gấp nhỏ dc ha
727793,xe nay bn c
727794,cai nay bn a
727795,cái khung kia băng sắt hay nhựa vay b
727796,cai nay nhỏ hay to vay shop ou
727797,to vạy a
727798,co cai nào nhỏ hơn k c
727799,dau
727800,e xem dc ko
727801,bn cai nay vay shop
727802,dchi cho nao th 
727803,bzo het km c
727804,bzo h t ạ
727805,th vẫn còn à c
727806,đây đúng k ạ
727807,ship ve ha nam bn c oi
727808,thê c gui xe khách à hay tn c
727809,the thoi de e bảo thag em no qa shop lấy
727810,chu e k đi dc 
727811,ok roi c
727812,bn cai nay b
727813,bn xe nay c
727814,xe nay bag điện à c
727815,cai nay c co ship ve ha nam mk
727816,ship cod à c
727817,e lại k dug thẻ c oi
727818,o duy tiên c oi
727819,c cho e dchi cua hag cua c di
727820,e nho ng qa lấy
727821,Còn loại cao này thì bao nhiu ạ shop
727822,Zạ dậy loại này còn ko ạ shop
727823,Gia bao nhiêu shop oi
727824,Bé 4 thang ngồi địu dk chua shop
727825,Lay mau tim
727826,Bao nhieu tien cai xe
727827,Cho so TK Sacombak di
727828,Con 1 triê u
727829,Giao xe chua
727830,205 Nguyê n chi thanh p12 Q 5
727831,Giao di
727832,Đi a chi củ
727833,Co Sacombak kg
727834,May ngay co hang
727835,Agribank TK 6420205160015 CAO THỊ DIỄM CHÂU chi nhánh quan 10
727836,205 Nguyê n chi thanh p12 Q 5
727837,Cung đươ c
727838,Lay cai do
727839,Giao cai tham chua vay
727840,Cai mau kia gửi chua
727841,Vay thoi lay cai kia đươ c roi
727842,Tai sao chua thay gửi do vay
727843,Nhan dau
727844,Kg thay hang nao het
727845,Ke chu a
727846,Giao them cai nay luon
727847,Giao gap
727848,205 nguyên chi thanh p12 q5
727849,Cai nay bao nhiêu shop
727850,Cai xích đu có giá chưa shop
727851,205 Nguyê n chi thanh p12 q 5
727852,0903399927
727853,Shop có thảm này k 
727854,Hiện hok co hả
727855,Kích cỡ bao nhiêu vậy shop 
727856,Đã nhận dc tin nhắn
727857,Quây giống vạy sz mấy vậy shop
727858,Bên bạn có shoppe k 
727859,Vậy cho c hoi quay chị gui sz may vạy 
727860,Shop còn size như hình này k 
727861,Khi nào thì có lại shop 
727862,Sz L với sz Xl chênh giá nhau 90k hả shop 
727863,Góc tròn với góc vuông ntn 
727864,Như này là góc tròn hả
727865,Cho c hỏi Vậy quay tròn 1990 giảm còn 1790 là quây nào
727866,Cũng sz Xl kích thước khác nhau cho c biet dc k
727867,Cám ơn shop đã tư vấn Chị se lien lac với shop sớm
727868,Shop cho c đặt sz Xl nha
727869,Màu như trong hình luôn nha
727870,Có 4 gói km luôn hả shop
727871,C ở Miền Nam
727872,213 ấp An Chu Bắc sơn Trảng Bom Đồng Nai Sau nhà nguyện Mân Côi 0933205220
727873,Ship tới đây thi bao nhiêu shop
727874,Về Tp HCM thi re hơn k 
727875,Nhà chị có chành xe ở đó
727876,Về tỉnh thi bao nhiêu e bi t k 
727877,Uhm vậy gửi về tp cho chi
727878,Ship tỉnh thì cao chuyển ship về Tp hcm
727879,Mà shop ơi e gửi xe đi từ Hà Nội C ở Đồng Nai mới tới tp Hcm
727880,Chị nhận ở Đồng Nai dc chứ
727881,Nhà chị đối diện viettel ship hàng đó
727882,Chị đồng đặt hàng quây cho bé sz Xl
727883,Ở thùng hàng e ghi thêm Cho chị Gửi Bao Bì Hải Thuỵ Đồng Nai Hàng dễ vỡ xin cẩn thận
727884,Kèm thêm thông tin dưới Để xe bi t giao về cho chị
727885,chụp lúc thùng hàng gửi di để chi xem thông tin đúng chưa
727886,Cho chi số tk luôn
727887,E tính phi vận chuyển bên thành danh chị trả luôn
727888,Lúc giao ra chành ở sg thi chỉ nhận hàng thoii
727889,Đã chuyển tiền nhé chị
727890,Chup thông tin lúc gửi hàng nha
727891,Địa chỉ sg nak shop
727892,79 đường bình tiên P7 Q6 tp hcm Gọi so dt a sơn 0909293810
727893,Ghi thêm thông tin Gửi về Bao Bi Hải Thuỵ Đồng Nai hàng dễ vỡ
727894,Mấy ngày thì có vậy
727895,Shop oi cho chị địa chỉ gas thanh danh
727896,Ship về đia chỉ đồng nai thì bao nhieu shop
727897,519 Tây lạc An chu bac son trang bom Đồng nai
727898,E oi ben e còn balo bỉm sữa ko
727899,Chi tim shopee hok thÁy shop gấu bibo
727900,Chi đặt 1 khăn da nĂng 1 balo bỉm sữa
727901,Quây bóng cho bé có gia ntn 
727902,Be 1 tuô i co nă m dc k a 
727903,452 tran cao vân quận thanh khê tp đà nẵng
727904,Trương đăng khoa 0905970777
727905,Cai nay gia bn ha shop
727906,Giá bn e nhi
727907,Cho m hoi bo nay gia bn
727908,Freemie 1 cặp bn vậy b
727909,C muốn mua bỉm tặng gh ấy
727910,E có ship vào sg ko
727911,N u dc c lấy size xl
727912,Có j e báo mai c ck lun cho kịp nhé
727913,Vậy có L ko e
727914,Vậy c lấy L
727915,C đọc ko kỹ
727916,C lấy L
727917,E ơi có bỉm ko e
727918,B ơi tã km gh có chưa b
727919,Mih đang tính mua bộ này cho bé
727920,Mà mih ở hcm
727921,Cho mih hỏi bộ này của nước nào vậy b
727922,Bé nhà mih 18kg 2t
727923,Ko bít chịu nổi ko ha
727924,Có nhạc ha b
727925,Mih mua về tự lắp ha
727926,Bé nhà mih nó nghịch lắm mih sợ nó ngồi lên xích đu nhún nhún cái gẫy dàn mủ
727927,Cái ly 360 độ có loại nào ml nhiều hơn ko b
727928,Uh bn ml th b
727929,Bn 1 cái vậy b
727930,Có mấy màu 
727931,Uh mih lấy loại 300 nhé
727932,Bé uống dc 250 sữa rồi b
727933,Uh b báo màu mih lấy nhá
727934,Vậy lấy xanh lá nha
727935,Ship tới 66 chấn hưng p6 qtb
727936,Đặt qua shopee dc freeship ha b
727937,Iphone là tải cái app shopee về ha b
727938,Mih chưa xài
727939,Vậy shop b trêb shopee tên j
727940,Th ship cho mình về toà nhà Cotona CC5A bán đảo Linh Đàm
727941,0939131990
727942,Lắp sẵn thì có cồng kềnh lắm ko ạ
727943,xe máy chở có dễ ko shop
727944,mình đang bầu bí ngại chở mấy cái cồng kềnh lắm
727945,ok th lắp sẵn cho mình nhé
727946,Mình muốn lấy thêm bập bênh
727947,Bao tiền đấy shop
727948,Shop có trên shopee ko ạ
727949,Báo giá cho mình máy pha sữa này nhé
727950,V bạn ship về Đà lạt Phí ship ntn v bạn
727951,Ship về cho mình theo địa chỉ sau
727952,Nguyễn nữ Thuỳ trang 50 8 đào duy từ p4 tp Đà lạt Sđt 0968686845
727953,Bạn có máy hâm sữa
727954,Có gì alo m nha
727955,Cho mình xem hình của máy hâm sửa luôn nha
727956,Vì ok là mình lấy luôn 2 món
727957,Bạn ship cho m lên đấy lupon
727958,Cho m giâ 2 bo này
727959,Shop oi bộ này bn ạ 
727960,Ben minh co ban xe day combi k
727961,Mau handy s
727962,Co may mầu ban
727963,Co the chuo hinh thuc te dk
727964,Ce nay 2 thang tuoi dung dc chua ban
727965,Bao gia minh 2 cai nay nua nha
727966,Xe duoi nhieu a
727967,Minh o dong nai
727968,Vay minh shipcod cho tien nhe
727969,Nhu nhau pk ban
727970,Cho m 1 chăn đ n cổng làng bún phú đô đường Lê quang đạo nam từ liêm HN
727971,Sđt 0946170291
727972,M đã tag đủ 3 ng trên post của ship
727973,Bạn cứ ship m địa chỉ đấy đi
727974,Th sang tuần m pm lại nhé
727975,shop có địu chưa ạ
727976,có đủ màu ko bạn
727977,cho e cái xanh rêu nhé
727978,đ n 27 thái thịnh đống đa HN
727979,shop ship hộ e thứ 6 nhé 
727980,tổng bn th ạ
727981,ok sđt m 0946170291
727982,thứ 6 ship giờ hành chính Shop nhé
727983,Shop ơi k ship địu cho m ah
727984,Th ngày kia đi ạ Mai m lại k có ở cty
727985,Th4 shop nhss
727986,Mẫu này ship minh khai bn shop
727987,Mãu này đợi order đúng k
727988,B còn bộ này k 
727989,T thấy báo giá 350k thôi mà
727990,Hôm trước t vừa hỏi mà 
727991,T bảo t đặt sau ấy
727992,Uh T thấy bài b đăng th mà
727993,Ship tỉnh là bnhieu b 
727994,T ở sơn la
727995,T ở to
727996,K còn km freeship nữa hả b 
727997,Ship cao th ah T tưởng chỉ khoảng 30k 
727998,Vì t đặt hàng thường phí ship là 30k
727999,Bộ này dùng đc trong lò vi sóng k b 
728000,N u ck trước là bnhieu b 
728001,Tk của b là ngân hàng gì 
728002,Tk của t lại k phải ngân hàng đấy Ck khác ngân hàng chờ lâu lắm
728003,Có lần t gửi phải 2 ngày mới nhận đc
728004,Lâu dã man 
728005,B gửi cod cho t cũng đc
728006,Mấy ngày thì nhận đc hàng 
728007,Tổng đơn hàng của t là bnhieu b 
728008,Gửi cho t bộ nàu nhé 
728009,Hà Thị Thương Ngõ 217 sn 09 tổ 1 phường chiềng sinh tp sơn la 
728010,01693737398
728011,Uhm Hàng chuẩn b nhé 
728012,Th thì sẽ ủng hộ b nữa 
728013,Thảm bnhieu b 
728014,Có sẵn ah 
728015,Giặt máy đc đúng k b 
728016,T muốn làm ctv đc k b 
728017,T sẽ gom đơn rồi đặt hàng
728018,T gom đơn nhưng gồm những mặt hàng khác nhau thì sẽ ntn 
728019,N u có đơn t đặt sau nhé
728020,T lấy 1 con màu xám nhé
728021,Nguyễn Công Luật tổ 1 phường chiềng sinh tp sơn la
728022,d c shopee là gì b 
728023,Mấy mẫu này nhiu tìn ạ
728024,Cao quá nè
728025,Gần 2 trịu ạ
728026,E cmt hqa
728027,Hnay mới tl
728028,Sáng e ib hỏi
728029,Xài tầm bé mấy tuổi ạ
728030,Shop co loai ghe nay ko
728031,Vậy có loại này tựa loại này ko shop
728032,Tương tự là babymoov có hình ko shop
728033,Hãng cũng h t hàng roi có loại khác ko shop
728034,Vậy loại khác shop có ko
728035,Dạng có rung ket nối đien thoai
728036,Vay thanks shop nhiu nha
728037,Con o day chuyen khoan ha
728038,Ko tim thay shop mebebom shop
728039,Xe đẩy này bnhieu vây b 
728040,Mấy chiều mấy tư th vậy
728041,Shop mình mở của đ n mấy giò nhỉ
728042,Thứ 7 cn coa mở k b 
728043,Có màu đen và hồng nhỉ
728044,Cho t hỏi chút xe này có gấp gọn được không 
728045,Coa thể cho t xin ảnh lúc xe gấp gọn được k
728046,Bên bạn có địu k vây
728047,Có những loại naog vậy
728048,Bên mình vẫn mở hàng 
728049,Địu này chỉ 1 tư th ngồi thôi hả e
728050,Cho bé từ mấy tháng vâyh
728051,Trên shoppee h t hàng rồi a
728052,T tìm mà nó báo sp k còn tồn tại
728053,Bên mình có máy xay hấp của baby moov k b
728054,Bnhieu bnnhi
728055,Thảm này có giặt được k b nhỉ
728056,Máy xay hấp babay moov còn được giảm 100k k b nhỉ
728057,Thanh chắn giương 1m8*2m bnhieu b nhỉ
728058,Tiện đây t hỏi luôn máy xay đa năng babymoov kmai 8 3 bnhieu b
728059,May xay hap da nang babymoov neu k lay ghe thi kmai the nao a
728060,N u ship đ n 81 lê văn lương bnhieu hả b 
728061,Trong ngày nhận được luôn hay phải chờ vây
728062,Th bạn ship cho tớ đ n chung cư starcity 81 lê văn lương nhé 
728063,N u có vấn đề gì thì mang qua cửa hàng bạn hay th nào 
728064,Có gì mang qua cửa hàng nhỉ 
728065,À bên bạn có set ch bi n đồ ăn dặm k
728066,Có ảnh k banh
728067,Bạn cứ ship cho tớ máy xay hấp đa năng đi nhé
728068,Khoảng mấy giơg ship đ n được bạn nhỉ
728069,Giao giúp tớ trước 3h nhé 
728070,Nguyễn Minh Ngọc Sốt dt 098 200 3946 Chung cư Starcity 81 lê văn lương nhé
728071,Máy này có 1 màu hả b
728072,Trứoc khi đ n nhắn shipper gọi trước cho t nhé Thánks
728073,Uh Cho t màu ghi cho nó sạch
728074,Bạn ơi shipper đi chuae nhỉ
728075,Ukie bạn Tại tớ lúc trước có dặn đ n trước 3h giúp tớ
728076,Máy này bnhieu shop nhi
728077,Chủ nhật shop có mở k nhỉ
728078,Thanh chắn giường có tháo ra giặt được k nhỉ
728079,Shop có gh rung fisher price
728080,Không a 
728081,Có gh rung k shop
728082,Gh rung bạn 
728083,Thấy nhắn check kho không thấy trả lời gì cả
728084,Oeoe
728085,Cho t giá bộ quây này nhé
728086,Shop ơi nhà t dát giường là tấm to thì có lắp thanh chắn giường được k
728087,Dùng đệm everon 10cm
728088,cho to dat quay bong size s den chung cu starcity 81 le van luong nhe
728089,t chon mau tham nay
728090,quay co mau j nhi
728091,to lay trang hong ghi xanh nhe
728092,Hồng trắng ghi nhé
728093,Shop có ủ binh sữa loại nao Bnhieu a
728094,Shop có set đồ chơi này k
728095,Shop có set đồ chơi nayg k 
728096,Shop có máy lọc không khí k
728097,shop co dan nhac khong a
728098,neu co cho t xin mau nhe
728099,cho t xin mau nhe
728100,Có loại này k b 
728101,Shop co loại này k
728102,Loại này cho nước nóng vào có sao k nhit
728103,Cho mình một bộ
728104,Sn 30 g ngõ 344 ngọc thuỵ long biên
728105,Số dt 097 1308 640 giao tối nhé
728106,Phí ship bao nhiều bạn
728107,Còn được kmai thảm và bóng k bạn
728108,Màu như trên nhew
728109,Ok Tối nay giao luôn hả bạn
728110,Shop có gh ăn dặm cho bé không Cho t xem mẫu với
728111,Cái này đặt qua shopee là 480k hay goii dt mua luôn cửa hàng được vâyh
728112,N u đặt ở cửa hàng đ n 23 lê văn lương phí ship bao nhiêu vậy
728113,Bạn ơi chuyển cho t gh ăn dặm màu nâu nhé
728114,Đ n sanh B chung cư starcity 23 lê văn lương nhé chuyển sau 18h nhé 
728115,Gh lắp cao bao nhiêu bạn nhỉ
728116,Màu hồng cũng được nhé
728117,Ok ban Bạn gọi 1 trong hai số này nhé 098 2003946 và 090 3200 899
728118,Shop có ban le vải thanh chắn giương umoo k a
728119,Chào banh
728120,Bạn ơi cho mình hỏi bạn còn bộ bàn gh cho bé k 
728121,B có những mẫu bàn nào nhỉ 
728122,Cho mình xem mẫu và b báo giá giúp mình nha D
728123,Bộ 1 290k có những màu j b nhỉ
728124,E ơi sáng nay e ship cho c 1 bộ bàn gh 1 290k tới R1A royal city 72 nguyễn trãi nhé
728125,E có bộ đồ chơi vẽ bảng có bút vẽ xong xoá đi dc k
728126,Sđt c là 0904041632
728127,B ơi chưa ship cho mình ah
728128,Gửi cho mình 1 so hinh anh tham 1m5 di
728129,Shop có shoppee k 
728130,Mình ở thủ đức ship nhiu 
728131,Mình lấy 1m5 2m
728132,Thảm gấp với thảm cuộn có j khác nhau k 
728133,Cuộn lại có lớn k shop
728134,Thảm nào tốt hơn
728135,Thảm nào cũng k thấm nuoc hả 
728136,Chất liệu 2 thảm giống nhau
728137,Tại mẫu gấp ít mẫu qa
728138,Z mình lấy mẫu thú nha
728139,Mẫu nhiều thú đó
728140,Shop lập shoppee cho mình đi
728141,Thì đó mình nói là mẫu gấp ít mẫu
728142,Bạn gửi cho mình hình mấy mẫu gấp đi
728143,Mình xem thấy ít mẫu quá
728144,Mầu nền là mầu trắng sữa phải k ạ
728145,Z mình lấy mẫu 1
728146,Bạn gửi links shoppee cho mình
728147,Thảm gấp nha
728148,Thảm nặng bao nhiu ạ
728149,Mình đăt roi nhé
728150,Mong là hàng đảm bảo
728151,Mình muon đặt tham gấp hình này nè
728152,Mẫu nãy k đẹp
728153,Sao bạn mình mua có
728154,Nó chụp gửi mình đó
728155,Thôi ok bạn nha Gửi hàng shop cho mình hen
728156,Tại mình muốn có nhiều màu sắc cho bé mà
728157,Mịnh ở thủ đức tohcm
728158,Mình đặt shoppe roi
728159,À quên cho mình hỏi có hôi mùi j k ạ 
728160,Bao nhiu vậy shop oi
728161,Bảo hành sao ạ
728162,Ban oi b co phao boi tre e k
728163,Ship khoảng bnhiu á shop
728164,Cái này phí ship cao ko ạ
728165,Mình mua cả bể và set hola
728166,Ôi phí cao quá để mình xem lại Tks shop
728167,Có được tặng kèm quà gì ko shop
728168,Nôi này còn ko
728169,Nôi này dùng được cho bé đ n mấy tháng tuổi ah
728170,Mình mua nôi này
728171,Có các màu nào vậy
728172,Mình mua nôi này nhé
728173,Và lấy quà tặng là thảm
728174,Thảm gấp phủ silicon xpe
728175,Có được miễn phí Ship ko shop
728176,Thú nhúng bn ạ
728177,Bé 1 5t
728178,Đi đc chưa hả b
728179,B ơi cho mình xin giá mấy sp này nhé
728180,Ship mình trong ngày nhé
728181,Đc k b
728182,33 p phan bội châu
728183,0961833993
728184,Ship trong ngày hnay đc k b
728185,B gưir ship chưa
728186,K 5h30 mình tan làm r
728187,Máy tạo ẩm này còn hàng kg shop Giá bao nhiêu vậy 
728188,Máy hút sữa avent snow còn hàng kg shop 
728189,Mình ở TPHCM mình chuyển khoản hay sao shop Phí vận chuyển là bao nhiêu vậy 
728190,Ok shop chuyển khoản xong mình sẽ báo
728191,Shop ơi mình muốn lấy thêm 3 món này
728192,1 tiệt trùng moaz bebe 1 đun sôi moaz bebe 1 nhiệt k đo phòng
728193,Chốt luôn đơn giúp mình để mình chuyển khoản luôn
